number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,Lattitude,Longitude,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price
4,2,1610,9600,1,0,0,5,7,1610,0,1967,0,122053,52.7627,-114.376,1450,9600,2,60,415000
2,1,1500,4120,2,0,0,3,5,880,620,1928,0,122042,52.7157,-114.39,1300,4120,2,69,262000
3,2,1300,7800,1,0,0,5,7,1300,0,1968,0,122033,52.9621,-114.385,1520,7344,3,68,445950
3,2,1330,7482,1,0,0,4,7,1330,0,1975,0,122033,52.9622,-114.397,1480,8096,2,69,360000
3,2,1520,8625,1,0,0,3,8,1520,0,1976,0,122017,52.9987,-114.413,2080,9200,3,52,366000
4,4,3560,4951,2,0,0,3,9,3560,0,2014,0,122019,52.8478,-114.245,3540,5500,3,75,922755
4,2,2010,5070,1,0,1,4,7,1300,710,1963,0,122009,52.8093,-114.592,2180,5400,3,54,650000
4,2,2800,5368,2,0,0,3,8,2800,0,2003,0,122019,52.8376,-114.243,2790,5368,1,80,676000
4,1,1620,37075,2,0,0,3,7,1620,0,1943,0,122036,52.7954,-114.119,2190,87117,2,79,430000
5,3,3240,6863,2,0,0,3,10,3240,0,2013,0,122053,52.7333,-114.383,2360,6002,1,58,719950
3,2,1410,7566,1,0,0,3,7,1410,0,1985,0,122065,52.5974,-114.372,1570,7210,2,73,239900
5,2,1250,10530,1,0,0,4,7,1250,0,1966,0,122030,52.8401,-114.328,1560,8190,3,61,462000
4,2,2620,9873,2,0,0,3,8,2620,0,1987,0,122020,52.8122,-114.241,2520,9935,2,80,600000
6,4,4090,49542,2,0,0,3,9,3100,990,1984,0,122049,52.8708,-114.343,2980,43357,2,68,1150000
3,2,1690,1468,1,0,0,4,7,1140,550,1956,0,122058,52.969,-114.443,1840,10600,2,53,379950
4,2,2090,7241,1,0,0,4,7,1140,950,2001,0,122033,52.956,-114.411,1510,7402,2,57,469500
3,2,1220,6404,1,0,0,3,7,1220,0,1994,0,122024,52.5823,-114.249,1570,7000,1,52,249900
3,2,1900,3783,2,0,0,5,7,1110,790,1927,0,122054,52.8042,-114.505,1530,5098,3,66,615000
3,2,1500,2314,2,0,0,3,7,1500,0,2005,0,122011,52.7837,-114.188,1440,2170,1,60,405000
3,2,2420,8800,1,0,0,4,7,1420,1000,1959,0,122070,52.6622,-114.481,1546,8666,1,56,298500
4,4,2600,5100,2,0,0,3,8,1820,780,2003,0,122007,52.9248,-114.585,2000,6720,1,56,722500
3,2,3330,15258,2,0,0,3,10,3330,0,1986,0,122037,52.9562,-114.25,3360,14850,1,67,762500
2,1,750,1716,1,0,0,3,7,750,0,1949,0,122022,52.9333,-114.498,1690,6495,2,78,319000
2,1,1150,30184,1,0,0,3,6,1150,0,1950,0,122042,52.6792,-114.39,1670,19684,3,57,129000
3,1,1350,10000,1,0,0,4,7,1350,0,1954,0,122027,52.8041,-114.323,1450,10000,3,63,450000
5,4,2810,2700,2,0,0,5,9,1900,910,1910,0,122007,52.9099,-114.553,1510,3800,2,77,999000
3,2,1500,5000,2,0,0,4,7,1140,360,1927,0,122007,52.909,-114.563,1500,5000,3,60,470000
2,1,1190,27007,1,0,0,4,5,1190,0,1910,0,122012,52.754,-114.23,1730,12632,3,56,195000
33,2,1620,6000,1,0,0,5,7,1040,580,1947,0,122028,52.9178,-114.521,1330,4700,2,50,640000
3,2,2310,6250,2,0,0,3,8,2310,0,2011,0,122058,53.0034,-114.427,2440,4711,3,58,494000
3,2,2200,8375,2,0,0,3,8,2200,0,1988,0,122023,52.4926,-114.408,2200,10002,2,54,285167
3,2,1490,9630,1,0,0,4,8,1490,0,1959,0,122058,52.9923,-114.446,1960,10469,2,74,385000
3,2,1800,10050,1,0,0,3,7,1800,0,1955,0,122029,52.8644,-114.316,1610,10050,1,74,583000
4,2,1580,7800,2,0,0,2,6,1580,0,1906,0,122054,52.8148,-114.492,1190,4440,2,52,333000
4,2,1690,7680,1,0,0,5,6,890,800,1946,0,122064,52.7596,-114.565,1060,7680,3,68,400375
5,4,4170,9090,2,0,0,3,10,4170,0,2008,0,122048,52.8218,-114.386,1930,13635,2,51,1450000
4,1,1440,7215,2,0,0,3,7,1440,0,1969,0,122033,52.9433,-114.402,1150,7215,1,63,355000
4,3,2820,11500,2,0,0,3,10,2820,0,1991,0,122020,52.8126,-114.218,2770,9694,3,80,692500
3,2,2110,5800,2,0,0,4,7,1990,120,1927,0,122028,52.8945,-114.532,1620,4300,1,50,725000
3,2,2320,5663,2,0,0,3,8,2320,0,2003,0,122012,52.769,-114.26,2500,4500,1,55,589000
4,2,2100,12738,2,0,0,4,8,2100,0,1975,0,122015,52.6998,-114.308,2000,12090,2,76,375000
4,2,1930,7650,1,0,0,4,8,1280,650,1981,0,122018,52.5378,-114.576,1860,8800,1,52,245000
2,2,800,2119,2,0,0,3,7,800,0,2008,0,122034,52.784,-114.552,1020,4800,2,79,265050
2,1,1040,5527,1,0,0,3,7,1040,0,1951,0,122006,52.9074,-114.474,2080,7020,1,75,535000
2,2,1580,5750,1,0,0,5,6,790,790,1910,0,122009,52.7968,-114.574,1580,5750,1,59,558000
3,2,3610,26359,1,0,0,3,8,1950,1660,1998,0,122045,52.8606,-114.158,2620,26427,3,77,635000
4,2,1700,40973,1,0,0,3,8,1700,0,1961,0,122067,52.5739,-114.388,2760,40973,1,71,334950
3,1,1290,8974,1,0,0,5,7,1290,0,1976,0,122021,52.97,-114.363,1540,7500,1,62,373000
2,1,830,5720,1,0,0,4,6,830,0,1950,0,122038,52.9639,-114.529,1150,5250,3,62,225000
3,2,1640,7350,1,0,0,3,7,1140,500,1984,0,122040,52.4925,-114.49,1480,8041,1,55,221000
2,1,960,5000,1,0,0,4,7,960,0,1900,0,122026,52.9055,-114.557,1330,5000,1,58,500000
3,1,900,6099,1,0,0,3,6,790,110,1944,0,122056,52.7107,-114.479,1240,6099,1,75,225000
2,1,700,2334,1,0,0,3,7,700,0,1945,0,122007,52.931,-114.58,2300,5000,3,50,367000
4,2,2470,33305,2,0,0,3,9,2470,0,1993,0,122045,52.8603,-114.18,2440,33305,3,68,633100
2,1,990,3120,1,0,2,5,7,790,200,1907,0,122028,52.91,-114.543,1930,3120,1,55,437500
2,1,910,4500,2,0,0,4,7,910,0,1906,0,122051,52.7933,-114.479,1270,3500,1,67,350000
3,2,2440,71002,1,0,0,4,9,2440,0,1996,0,122068,52.4989,-114.2,3170,84000,3,52,431000
3,3,2500,5568,2,0,0,5,9,2500,0,1905,0,122047,52.8558,-114.502,2810,5568,1,52,1190000
1,1,1020,6871,1,0,0,3,6,1020,0,1937,1946,122052,52.7351,-114.528,1260,6933,2,80,152275
4,4,3950,12320,2,0,0,3,10,3950,0,2001,0,122008,52.7714,-114.059,3920,11086,3,60,771150
2,2,1260,1032,2,0,0,3,7,1170,90,2008,0,122012,52.7623,-114.262,1240,809,1,60,329950
4,2,2370,10580,2,0,0,3,8,2370,0,1966,0,122042,52.694,-114.382,1590,8584,3,69,383000
4,3,1830,6643,2,0,0,3,8,1830,0,2001,0,122039,52.4901,-114.476,2400,6472,3,70,250000
4,2,3361,5038,2,0,0,3,9,3361,0,2014,0,122023,52.5569,-114.355,2316,4105,3,56,471275
2,1,670,7312,1,0,0,3,5,670,0,1942,0,122022,52.9445,-114.475,860,8242,1,70,348000
4,3,2660,9547,1,0,1,3,8,1930,730,1968,2006,122048,52.846,-114.408,2410,10001,2,56,1440000
4,3,3640,60086,2,0,0,3,10,3640,0,2005,0,122019,52.8628,-114.206,2900,51721,1,69,925000
3,2,2050,9870,2,0,0,5,9,2050,0,1959,0,122049,52.8268,-114.364,2530,11041,2,52,745000
4,2,1520,19672,1,0,0,3,6,1020,500,1920,0,122070,52.6983,-114.471,1810,7840,2,75,171000
2,1,1100,4010,2,0,0,5,6,1100,0,1920,0,122034,52.7596,-114.541,980,4501,2,78,300000
3,1,1790,3876,2,0,0,5,7,1090,700,1904,0,122054,52.805,-114.478,1360,4080,2,53,350000
5,2,2720,8120,1,0,0,3,7,1360,1360,1970,0,122059,52.787,-114.498,2020,8120,3,69,429000
3,3,1830,1850,2,0,0,3,10,1690,140,2011,0,122012,52.7607,-114.264,2310,2680,1,53,593000
3,2,2290,9142,1,0,0,3,8,2290,0,1972,0,122007,52.921,-114.577,1770,8035,2,58,685900
3,1,1160,8636,1,0,0,3,6,1160,0,1923,0,122052,52.7397,-114.547,1300,8636,2,55,255000
4,2,3160,8726,2,0,0,3,9,3160,0,1999,0,122023,52.4882,-114.413,2500,8648,3,76,427500
3,2,1770,8240,1,0,0,4,7,1240,530,1978,0,122018,52.5366,-114.568,2060,8250,2,59,280000
4,2,2530,8736,1,0,0,4,7,1210,1320,1958,0,122029,52.8349,-114.316,1720,8500,2,59,618000
4,3,2090,7500,1,0,0,3,7,1370,720,1986,0,122053,52.7188,-114.372,1810,7650,3,62,338000
4,4,3040,7125,2,0,1,3,8,2240,800,2002,0,122063,52.722,-114.415,2220,7800,1,60,415000
3,2,2700,7434,2,0,0,3,9,2700,0,1991,0,122021,52.9734,-114.364,2660,8405,3,76,525000
4,4,3250,19168,2,0,0,3,8,2360,890,1944,2001,122048,52.8622,-114.393,1800,9000,1,75,980000
4,2,1410,4480,2,0,0,3,8,1410,0,1927,0,122061,52.8685,-114.534,1240,3400,1,65,625000
4,2,1560,7569,2,0,0,4,7,1560,0,1966,0,122046,52.6796,-114.345,1480,8755,3,51,279000
3,2,1580,8151,1,0,1,4,7,1100,480,1962,0,122043,52.5972,-114.502,1650,8151,3,79,279900
3,2,1860,5321,2,0,0,3,7,1860,0,2000,0,122024,52.6148,-114.223,1940,5205,3,70,326995
2,2,920,1598,2,0,0,3,7,920,0,1995,0,122038,52.9381,-114.532,1110,1598,2,69,255000
3,2,1330,13102,1,0,0,3,7,1330,0,1968,0,122040,52.5472,-114.512,1270,11475,1,77,225000
3,2,2430,5000,2,0,0,4,7,1760,670,1945,0,122007,52.9085,-114.562,1320,4062,3,64,626000
3,2,1347,1292,3,0,0,3,7,1347,0,2010,0,122022,52.9606,-114.481,1480,1865,1,64,321000
4,2,2340,11784,2,0,0,3,9,2340,0,1997,0,122035,52.614,-114.339,2250,10760,1,68,330000
4,2,2190,6896,2,0,0,3,7,2190,0,2007,0,122008,52.7491,-114.059,2190,5900,2,72,452000
3,2,2420,36862,1,0,0,4,8,1530,890,1957,0,122040,52.5564,-114.498,1670,9046,3,56,475000
2,1,1770,5522,2,0,0,4,7,960,810,1943,0,122063,52.7274,-114.421,1830,7378,2,78,243000
4,1,1150,2560,2,0,0,3,7,1150,0,1909,0,122061,52.8668,-114.545,1890,3000,3,76,485000
4,3,3090,5859,2,0,0,3,9,3090,0,2010,0,122019,52.8357,-114.237,2960,5250,2,79,760005
3,3,2820,5348,2,0,0,3,9,2820,0,2008,0,122005,52.9373,-114.308,3140,5640,2,67,749000
3,2,1540,61419,1,0,0,3,7,1540,0,1967,0,122058,52.9963,-114.418,3790,8529,1,79,450000
5,2,3020,21441,1,0,0,4,8,1510,1510,1978,0,122035,52.5692,-114.321,1610,16445,2,75,320000
3,2,2410,4656,2,0,0,3,7,2410,0,2009,0,122008,52.7503,-114.064,2410,4840,2,68,480000
2,1,770,8150,1,0,0,3,6,770,0,1951,0,122051,52.7624,-114.465,1140,8550,1,73,163250
3,2,1950,7560,1,0,2,4,7,1320,630,1975,0,122068,52.4276,-114.189,1950,8941,2,72,269950
2,1,570,81893,1,0,1,3,6,570,0,1936,0,122069,52.6733,-114.634,2040,115434,3,75,260000
2,1,760,4000,1,0,0,4,6,760,0,1950,0,122059,52.7766,-114.494,1640,4500,3,68,265000
3,2,1260,11224,1,0,0,5,7,1260,0,1947,0,122014,52.9744,-114.511,1570,11052,3,56,375000
2,2,1840,4076,1,0,0,3,8,1140,700,1957,0,122007,52.9175,-114.583,1540,4076,3,67,575000
5,2,2800,11325,1,0,0,4,8,1400,1400,1970,0,122049,52.8466,-114.362,2510,13700,1,70,850000
3,2,1800,4700,1,0,0,3,7,1200,600,1941,0,122007,52.9158,-114.575,1580,4700,2,70,607500
4,4,3510,9364,2,0,0,3,10,3510,0,2001,0,122008,52.77,-114.066,3510,9161,3,80,695000
3,2,1510,8360,1,0,0,3,7,1120,390,1960,0,122030,52.8419,-114.323,1700,8360,1,72,400000
4,2,1850,11250,2,0,0,3,7,1210,640,1981,0,122019,52.8564,-114.252,1650,7623,1,57,470000
2,2,1450,6258,1,0,0,4,8,1450,0,1983,0,122043,52.6085,-114.512,1460,5375,1,63,245000
4,2,1560,9000,1,0,0,5,7,1560,0,1969,0,122005,52.9007,-114.339,1510,8848,3,66,544300
4,2,3160,39960,1,0,0,3,10,3160,0,1980,0,122049,52.8718,-114.347,3900,36444,3,65,940000
3,2,1580,14040,1,0,0,3,7,1050,530,1980,0,122039,52.5232,-114.457,2240,12000,3,54,264500
4,2,3170,4979,2,0,0,4,7,2570,600,1925,0,122028,52.8955,-114.53,2060,5000,2,72,748000
3,3,1590,7750,1,0,0,3,7,1060,530,1997,0,122024,52.5924,-114.235,1680,7500,3,68,275000
3,2,2400,8215,1,0,0,3,7,1200,1200,1961,0,122052,52.7301,-114.528,1460,8217,2,65,338000
2,2,1220,15600,1,0,0,3,6,1220,0,1972,0,122039,52.5153,-114.455,1510,17818,2,74,215500
4,2,3160,13063,2,0,0,3,10,3160,0,1999,0,122020,52.8296,-114.211,3350,14213,1,68,693000
3,2,2680,175982,1,0,0,3,9,2680,0,2004,0,122024,52.6787,-114.223,3170,215186,1,53,635000
2,1,800,4533,1,0,0,3,6,600,200,1929,0,122006,52.9279,-114.515,1720,6800,3,59,330000
3,2,1322,1796,2,0,0,3,8,1087,235,2005,0,122054,52.8276,-114.488,1690,2025,2,52,350000
4,3,1950,6930,1,0,2,4,7,1250,700,1960,0,122029,52.846,-114.303,1950,8560,1,50,621000
3,2,1400,4800,1,0,0,3,7,1200,200,1921,0,122007,52.9165,-114.569,1440,3840,1,78,340000
2,3,1100,1088,2,0,0,3,7,750,350,2006,0,122013,52.8705,-114.514,2090,4125,3,57,440000
2,1,840,40642,1,1,4,4,6,840,0,1937,0,122069,52.634,-114.637,1850,64069,2,54,528000
3,2,1490,2138,2,0,0,3,7,1490,0,2005,0,122042,52.6624,-114.387,1490,2094,1,57,237000
3,2,1510,3750,2,0,0,4,7,1510,0,1928,0,122009,52.8037,-114.573,1500,5000,1,54,479200
3,2,2450,42180,1,0,0,4,7,2450,0,1978,2000,122035,52.5849,-114.301,1440,42180,1,72,450000
4,2,2230,9625,1,0,4,3,8,1180,1050,1955,0,122063,52.738,-114.434,2300,8211,3,56,415000
3,2,1290,7210,1,0,0,3,7,1290,0,1984,0,122018,52.5189,-114.553,1350,7509,2,67,205000
3,3,3730,35900,1,0,0,3,9,2960,770,1979,0,122029,52.8114,-114.312,2280,16026,1,76,825000
4,2,2340,8955,2,0,0,3,9,2340,0,1990,0,122019,52.8583,-114.216,2340,8955,2,54,645000
3,1,970,7275,1,0,0,4,7,970,0,1970,0,122067,52.6306,-114.378,1750,7200,2,52,215000
5,4,4720,18741,2,0,0,3,11,3210,1510,2005,0,122045,52.8647,-114.203,3880,37328,2,64,875000
2,2,1280,2574,2,0,0,3,7,1280,0,1992,0,122054,52.8239,-114.492,1250,3960,1,59,364000
3,2,2020,8555,1,0,0,4,7,1220,800,1957,0,122022,52.9578,-114.477,1600,8148,2,72,458000
2,2,1494,19271,2,1,4,3,7,1494,0,1943,1997,122069,52.7028,-114.687,1494,43583,3,70,465000
4,3,3630,15405,1,0,2,4,8,1850,1780,1968,0,122057,52.796,-114.415,3380,11184,3,71,769000
3,2,2300,43560,1,0,0,4,7,1350,950,1979,0,122037,53.0016,-114.291,2320,57000,2,52,525000
3,2,1470,14821,1,0,0,4,7,1470,0,1958,0,122035,52.5958,-114.338,1760,15370,1,57,264000
4,1,1530,7200,2,0,0,3,7,1400,130,1948,0,122063,52.7315,-114.452,1530,7200,1,61,245000
3,2,2150,4084,2,0,0,3,8,2150,0,2007,0,122064,52.7788,-114.562,1750,2385,3,57,465000
2,2,1240,9119,1,0,0,4,7,1240,0,1952,0,122048,52.8521,-114.383,1380,9121,3,53,727500
4,2,2370,76665,2,0,0,4,8,2370,0,1978,0,122039,52.5131,-114.469,2110,19334,1,50,411000
3,1,1020,6000,1,0,0,3,5,1020,0,1900,0,122012,52.7581,-114.221,2070,7200,2,58,210000
2,1,1150,12775,1,1,4,4,6,1150,0,1908,0,122063,52.732,-114.412,2440,11852,3,51,825000
3,2,1445,1087,2,0,0,3,7,1300,145,2005,0,122012,52.7639,-114.257,1410,1336,3,73,355000
4,2,1710,3875,2,0,0,4,7,1710,0,1907,0,122044,52.8386,-114.484,1710,3812,1,60,565000
3,2,2456,7566,2,0,0,3,8,2456,0,2012,0,122018,52.527,-114.541,2478,7212,3,50,329950
4,2,1800,8786,1,0,0,3,7,1330,470,1966,0,122052,52.7282,-114.535,1780,8664,1,57,272750
5,3,2420,11250,2,0,0,3,8,2420,0,2013,0,122052,52.7382,-114.552,1510,9950,3,50,445000
3,2,1820,8740,1,0,0,4,8,1820,0,1987,0,122018,52.5374,-114.575,2210,8320,2,66,247000
3,1,1090,10114,1,0,0,4,7,1090,0,1955,0,122072,52.5275,-114.413,1380,7800,2,73,140000
4,2,1930,7014,2,0,0,3,8,1930,0,1994,0,122035,52.6221,-114.353,1990,7920,1,51,310000
4,2,1860,8117,1,0,0,4,8,1460,400,1966,0,122029,52.8528,-114.294,2040,8199,1,50,585000
2,2,1240,3873,1,0,0,4,6,860,380,1909,0,122009,52.8052,-114.578,1240,4336,2,80,412000
4,3,2050,3960,1,0,0,4,7,1180,870,1986,0,122009,52.8108,-114.584,1440,5040,2,59,480000
3,2,1270,20700,1,0,0,2,7,1150,120,1948,0,122014,52.9876,-114.486,1990,15000,2,63,260000
6,2,3550,11780,1,0,0,4,8,2960,590,1948,0,122022,52.9518,-114.502,2360,8850,1,70,450000
4,3,2557,9480,2,0,2,3,7,2557,0,1948,1993,122051,52.7749,-114.452,2220,8340,1,74,594950
4,2,2110,10698,2,0,0,4,8,2110,0,1979,0,122012,52.7914,-114.272,2220,8252,1,66,565000
2,1,870,2676,1,0,0,3,7,820,50,2004,0,122054,52.8002,-114.477,1500,1719,2,74,276000
3,2,1970,4166,2,0,3,5,8,1270,700,1929,0,122064,52.8017,-114.565,2390,4166,2,68,550000
5,3,3730,5500,2,0,0,3,7,2160,1570,1927,0,122013,52.8807,-114.51,1890,5500,1,63,979700
4,2,2400,6000,2,0,0,3,6,2400,0,1913,1945,122017,52.9907,-114.399,1780,8732,3,60,375000
4,3,3530,8589,2,0,0,3,10,3530,0,2007,0,122010,52.9275,-114.385,2470,9019,2,79,963000
3,2,1940,167125,1,1,1,4,7,1480,460,1955,0,122069,52.689,-114.694,1910,127195,2,70,635000
3,1,1660,7500,1,0,0,4,7,1060,600,1940,0,122022,52.9405,-114.496,1450,7500,2,70,458000
4,2,2150,9148,1,0,0,4,7,2150,0,1955,0,122048,52.8128,-114.387,2370,9148,2,59,800000
3,2,2130,4000,2,0,0,3,7,2130,0,1908,0,122006,52.9041,-114.513,2010,4000,1,72,645000
4,1,1480,6500,2,0,0,4,7,1480,0,1914,0,122051,52.7582,-114.457,2380,6000,2,66,335000
3,2,2190,10000,1,0,0,4,7,1540,650,1957,0,122057,52.7719,-114.404,2880,11782,2,76,760000
3,2,1590,4094,2,0,0,3,7,1590,0,1991,0,122044,52.84,-114.483,1940,3924,1,75,454000
4,2,2290,3777,2,0,0,3,7,2290,0,2004,0,122043,52.5917,-114.498,1480,3608,3,73,278000
5,4,2890,5000,1,0,0,3,7,1310,1580,2006,0,122059,52.8001,-114.486,1930,5117,1,72,390000
3,2,1700,6200,2,0,0,3,8,1700,0,1997,0,122023,52.4921,-114.411,1720,6205,1,56,262000
3,1,1120,8576,1,0,0,3,6,1120,0,1943,0,122063,52.7196,-114.438,1050,8812,1,61,202500
4,4,3490,5625,2,0,0,3,9,2610,880,2014,0,122028,52.8985,-114.522,1940,5000,2,69,1310000
3,1,910,10575,1,0,0,4,7,910,0,1968,0,122040,52.5041,-114.491,1470,10425,3,66,190000
3,2,2020,26670,2,0,0,3,7,2020,0,1987,0,122040,52.4897,-114.5,1680,10939,1,55,309900
4,2,1650,5974,1,0,0,5,7,860,790,1972,0,122063,52.7308,-114.447,1940,6001,1,55,251000
3,2,1990,3000,2,0,2,5,8,1430,560,1927,0,122054,52.8191,-114.483,1780,5000,1,80,619000
3,1,1340,9339,1,0,0,5,7,1340,0,1960,0,122053,52.7707,-114.367,1310,9350,2,59,345000
4,2,3320,9380,2,0,3,3,10,3320,0,1988,0,122027,52.7955,-114.304,2870,11779,3,75,1110000
3,2,1300,1920,2,0,0,3,8,850,450,2006,0,122064,52.7483,-114.566,1300,1344,1,68,270000
3,2,1270,6760,1,0,0,5,7,1270,0,1972,0,122033,52.9681,-114.369,1550,5734,2,58,386100
4,1,1150,8184,2,0,0,3,6,1150,0,1947,0,122014,52.9731,-114.509,990,8184,3,50,307000
1,1,520,5600,1,0,0,3,6,520,0,1918,0,122009,52.7879,-114.585,1030,5265,3,56,295000
3,2,1430,8505,1,0,0,4,7,1430,0,1968,0,122040,52.5473,-114.509,1190,8640,3,60,225000
3,2,1640,1204,3,0,0,3,8,1640,0,2014,0,122047,52.8496,-114.487,1630,3136,1,77,772000
4,2,2280,4602,2,0,0,3,8,2280,0,2003,0,122020,52.8195,-114.209,2280,4193,2,65,565000
3,1,1050,6300,1,0,0,3,6,1050,0,1942,0,122052,52.7428,-114.564,740,6300,2,76,220000
2,2,2290,9772,1,0,0,3,8,2290,0,2007,0,122045,52.9499,-114.215,1810,6077,2,76,737000
5,2,2180,9178,1,0,0,3,7,1140,1040,1963,0,122070,52.6664,-114.47,2140,9261,1,57,275000
6,3,3020,13783,2,0,0,3,8,3020,0,1952,2002,122057,52.8022,-114.416,1720,13500,1,80,900000
4,2,1810,13000,1,0,0,4,8,1470,340,1977,0,122068,52.4502,-114.183,1850,13000,2,59,279000
3,2,2530,8669,2,0,0,3,9,2530,0,1990,0,122018,52.5373,-114.585,2530,9469,3,50,299250
3,2,2150,9900,1,0,0,3,8,1450,700,1977,0,122005,52.8947,-114.339,2170,9500,1,59,458000
6,2,2320,210830,2,0,0,4,8,2320,0,1962,0,122046,52.628,-114.271,2540,217800,1,79,400000
3,2,2100,5000,2,0,0,3,8,2100,0,1916,0,122007,52.9076,-114.55,1830,4200,1,58,700000
3,1,990,9253,1,0,0,3,7,990,0,1968,0,122021,52.997,-114.354,1210,9870,2,66,275000
3,2,1450,4694,2,0,0,3,7,1450,0,2011,0,122024,52.5954,-114.211,1870,4198,2,59,274000
3,2,1660,5128,2,0,0,3,7,1660,0,2001,0,122055,52.9662,-114.157,1680,4652,2,65,300000
2,1,1070,2754,1,0,0,3,7,830,240,1924,0,122028,52.9055,-114.521,1760,4080,3,66,579100
3,2,1510,1618,2,0,0,3,8,1330,180,2011,0,122032,52.8815,-114.574,1350,1397,3,73,453000
3,2,2110,1339,2,0,0,3,8,1410,700,2014,0,122044,52.8388,-114.501,1630,2670,2,70,747450
3,2,2070,9600,1,0,1,3,7,1590,480,1946,0,122071,52.846,-114.429,3000,16215,1,66,1350000
4,2,1834,7460,2,0,0,3,8,1834,0,2012,0,122035,52.5868,-114.353,1979,9008,1,69,280000
3,2,1370,8336,1,0,0,5,7,1370,0,1964,0,122038,52.9758,-114.521,1770,7288,1,77,371500
3,2,2437,5136,2,0,0,3,7,2437,0,2011,0,122072,52.5817,-114.4,2437,4614,1,79,285000
4,2,2730,35100,2,0,0,3,8,2730,0,1977,0,122020,52.8213,-114.202,2730,36677,1,75,500000
4,2,2990,5122,2,0,0,3,8,2990,0,2004,0,122020,52.8073,-114.245,3140,7875,2,58,600000
3,2,1420,16000,1,0,0,3,7,1420,0,1966,0,122031,52.708,-114.548,1900,12630,2,68,324450
3,2,1140,9628,1,0,0,4,7,1140,0,1969,0,122018,52.5233,-114.562,1510,9633,3,54,195000
3,2,2680,9750,1,0,0,4,8,1610,1070,1979,0,122033,52.9328,-114.421,2480,8750,2,68,653000
4,1,1340,5800,2,0,2,3,7,1340,0,1914,0,122009,52.7958,-114.579,1900,5800,3,70,455000
3,2,1170,6750,1,0,0,5,7,800,370,1947,0,122006,52.9052,-114.471,1330,6750,3,76,592500
4,2,3670,9958,2,0,0,3,10,3670,0,2005,0,122046,52.6917,-114.349,3300,10679,2,70,525000
4,2,2251,12731,1,0,1,4,8,1390,861,1957,0,122040,52.5669,-114.51,2520,12539,2,68,305000
3,2,1480,7480,1,0,0,4,7,1480,0,1992,0,122024,52.5842,-114.245,1680,7146,2,53,254000
4,2,2310,3570,2,0,0,3,7,1490,820,1927,2014,122028,52.9189,-114.537,1580,3060,2,78,700000
3,2,1010,7683,2,0,0,5,7,1010,0,1953,0,122022,52.95,-114.508,1550,7271,3,78,405000
5,4,5000,26540,2,0,3,3,10,3410,1590,2008,0,122057,52.7965,-114.4,3360,17398,2,55,1730000
3,1,1270,7400,1,0,2,4,7,1270,0,1956,0,122053,52.7131,-114.381,1800,7400,3,51,320000
5,4,4870,7700,2,0,3,5,10,3650,1220,1929,0,122054,52.8132,-114.48,3220,7700,2,71,1740000
3,2,2490,4343,2,0,0,3,9,2490,0,2003,0,122011,52.7793,-114.183,2130,4106,3,59,705380
2,1,950,2784,1,0,0,4,8,950,0,1972,0,122043,52.6093,-114.511,1080,3899,1,72,162950
3,1,1190,9083,1,0,0,3,7,1190,0,1955,0,122043,52.6416,-114.483,1190,9450,3,75,230000
4,3,4130,112521,2,0,0,3,11,4130,0,1978,0,122049,52.8692,-114.355,3140,26147,2,59,1900000
2,2,2010,3797,2,0,0,3,7,1450,560,1922,2004,122059,52.7896,-114.505,1660,4650,2,79,400000
4,3,2610,4400,1,0,0,5,8,1260,1350,1920,0,122044,52.8458,-114.483,1770,4400,2,61,890000
3,2,2870,6360,2,0,1,4,8,1790,1080,1946,0,122006,52.9113,-114.465,2310,6466,1,73,810000
3,2,2300,5000,1,0,0,4,8,1150,1150,1938,0,122032,52.8821,-114.603,2300,5000,2,65,650000
5,3,3130,169448,1,0,0,4,8,1580,1550,1973,0,122018,52.5399,-114.574,1900,9000,3,78,302300
5,4,3290,5600,2,0,0,3,9,2670,620,2004,0,122005,52.9356,-114.309,3130,5600,2,79,775000
2,1,1060,7193,1,0,0,3,7,1060,0,1926,0,122038,52.9402,-114.546,1980,7560,3,54,461000
2,2,1510,7280,2,0,0,3,7,1510,0,1987,0,122019,52.8564,-114.248,1510,8120,1,60,442500
3,2,1260,3000,2,0,0,3,7,1260,0,2003,0,122011,52.7754,-114.187,1630,3042,3,52,425000
3,2,1700,52826,1,0,0,3,7,1700,0,1991,0,122046,52.6464,-114.282,2480,114728,2,56,429000
3,2,1650,9641,2,0,0,3,7,1650,0,1983,0,122033,52.9445,-114.421,1940,6701,1,76,410000
4,2,1580,7350,1,0,0,4,7,960,620,1963,0,122005,52.9034,-114.344,1560,7350,2,60,452000
3,3,1530,1786,2,0,0,3,8,1200,330,2007,0,122007,52.9083,-114.556,1390,2900,2,73,560000
2,2,1540,7290,2,0,0,3,7,1540,0,1948,1983,122016,52.781,-114.585,1540,7072,3,76,462500
3,2,4470,22518,2,0,2,3,9,3240,1230,1953,2004,122027,52.804,-114.37,2930,21837,2,65,1480000
4,4,3670,4960,2,0,0,3,9,2870,800,2005,0,122050,52.9322,-114.564,1520,6335,3,57,796000
3,2,1250,6041,2,0,0,5,7,1250,0,1942,0,122006,52.92,-114.494,1180,6042,1,73,530000
